frame,x,y,id
1761,656.15,1439.92,50
1761,946.14,1507.59,21
1761,838.67,1583.6,51
1761,1426.16,1586.93,27
1761,1723.09,1632.83,23
1761,759.12,1728.16,47
1761,990.53,1730.34,39
1761,1012.59,1751.83,29
1761,741.22,2006.1,46
1762,1210.83,404.17,2
1762,1308.81,409.75,34
1762,755.9,498.44,52
1762,771.38,517.39,53
1762,1087.1,622.18,33
1762,1448.48,710.93,41
1762,714.54,740.07,3
1762,1125.93,810.99,7
1762,1536.75,824.33,54
1762,1394.81,835.86,5
1762,1033.38,838.14,8
1762,321.06,894.67,31
1762,1230.16,916.22,42
1762,1007.8,960.13,12
1762,666.94,996.92,35
1762,1432.94,1014.73,48
1762,790.94,1014.73,10
1762,518.92,1110.07,19
1762,1389.2,1150.24,13
1762,1319.73,1189.94,15
1762,850.31,1196.22,38
1762,384.53,1300.14,45
1762,1288.37,1306.36,16
1762,641.05,1323.63,17
1762,653.27,1340.55,18
1762,808.63,1388.43,25
1762,656.51,1439.82,50
1762,946.15,1507.43,21
1762,1426.27,1586.47,27
1762,838.6,1583.67,51
1762,1722.85,1632.46,23
1762,759.3,1728.17,47
1762,990.06,1729.97,39
1762,1012.4,1751.74,29
1762,741.18,2006.42,46
1763,1210.4,403.37,2
1763,1308.96,409.83,34
1763,755.47,498.58,52
1763,771.55,517.64,53
1763,1087.22,623.16,33
1763,1448.37,711.03,41
1763,714.84,740.19,3
1763,1126.5,811.32,7
1763,1535.79,823.66,54
1763,1394.57,835.75,5
1763,1032.45,839.12,8
1763,320.65,894.32,31
1763,1230.3,915.65,42
1763,1006.99,960.27,12
1763,667.19,996.76,35
1763,1433.0,1014.18,48
1763,789.93,1014.64,10
1763,518.92,1110.72,19
1763,1389.05,1150.11,13
1763,1319.4,1189.33,15
1763,850.31,1196.15,38
1763,384.06,1300.25,45
1763,1288.27,1306.17,16
1763,640.66,1323.0,17
1763,653.08,1340.32,18
1763,808.76,1387.7,25
1763,655.93,1439.76,50
1763,945.71,1507.86,21
1763,1426.21,1586.89,27
1763,837.79,1583.69,51
1763,1722.91,1632.71,23
1763,758.49,1728.12,47
1763,990.15,1730.06,39
1763,1012.08,1751.69,29
1763,740.87,2006.2,46
1764,1209.7,402.97,2
1764,1308.18,408.25,34
1764,754.41,498.86,52
1764,771.17,517.82,53
1764,1087.22,623.53,33
1764,1448.37,710.99,41
1764,714.82,740.16,3
1764,1126.06,810.99,7
1764,1535.51,823.29,54
1764,1394.81,835.84,5
1764,1032.71,839.08,8
1764,321.01,894.61,31
1764,1230.98,915.24,42
1764,1006.44,960.51,12
1764,667.59,996.93,35
1764,1433.17,1014.22,48
1764,789.98,1014.54,10
1764,519.1,1110.25,19
1764,1389.53,1150.45,13
1764,1319.62,1189.83,15
1764,850.73,1195.71,38
1764,384.05,1300.3,45
1764,1288.67,1305.96,16
1764,641.16,1323.38,17
1764,652.92,1340.18,18
1764,809.35,1386.01,25
1764,656.18,1439.68,50
1764,945.75,1507.86,21
1764,1425.83,1586.57,27
1764,837.45,1583.68,51
1764,1723.05,1631.2,23
1764,758.7,1728.24,47
1764,990.08,1729.86,39
1764,1012.78,1751.66,29
1764,742.86,2006.23,46
1765,1209.65,402.47,2
1765,1308.07,408.42,34
1765,753.94,499.15,52
1765,771.59,517.41,53
1765,1087.01,623.45,33
1765,1448.45,710.52,41
1765,715.42,740.22,3
1765,1126.9,811.22,7
1765,1534.87,822.86,54
1765,1394.5,835.5,5
1765,1032.17,839.77,8
1765,321.14,894.59,31
1765,1231.59,913.32,42
1765,1006.08,960.58,12
1765,666.85,996.62,35
1765,1433.12,1014.43,48
1765,790.52,1014.56,10
1765,519.15,1109.34,19
1765,1390.28,1150.74,13
1765,1319.33,1189.32,15
1765,850.35,1196.08,38
1765,383.59,1300.5,45
1765,1289.0,1305.29,16
1765,641.21,1323.59,17
1765,653.38,1340.46,18
1765,809.46,1385.19,25
1765,656.41,1439.86,50
1765,945.25,1508.19,21
1765,1426.03,1586.77,27
1765,837.73,1583.71,51
1765,1723.17,1630.54,23
1765,759.01,1728.32,47
1765,989.83,1729.96,39
1765,1012.11,1751.8,29
1765,743.2,2006.35,46
1766,1208.78,401.7,2
1766,1307.74,408.28,34
1766,753.54,499.14,52
1766,771.12,517.69,53
1766,1087.11,623.92,33
1766,1448.03,710.26,41
1766,715.1,740.12,3
1766,1126.16,811.0,7
1766,1533.84,822.53,54
1766,1394.63,835.86,5
1766,1031.86,839.71,8
1766,321.79,895.16,31
1766,1232.12,912.79,42
1766,1005.38,960.85,12
1766,667.57,997.03,35
1766,1433.42,1014.11,48
1766,790.39,1014.59,10
1766,518.9,1109.9,19
1766,1390.17,1150.41,13
1766,1319.22,1189.02,15
1766,850.42,1195.82,38
1766,384.32,1300.14,45
1766,1289.0,1304.81,16
1766,641.43,1324.0,17
1766,653.31,1340.14,18
1766,809.69,1385.23,25
1766,655.85,1439.96,50
1766,945.04,1508.26,21
1766,1426.28,1586.4,27
1766,837.46,1583.89,51
1766,1722.65,1630.09,23
1766,759.25,1728.08,47
1766,989.91,1729.85,39
1766,1012.39,1751.88,29
1766,744.41,2006.57,46
1767,1208.64,401.63,2
1767,1307.79,407.79,34
1767,753.16,499.48,52
1767,770.87,517.86,53
1767,1087.4,624.14,33
1767,1448.23,711.22,41
1767,715.62,740.13,3
1767,1126.93,811.39,7
1767,1534.39,822.66,54
1767,1394.78,835.9,5
1767,1031.36,840.53,8
1767,320.96,894.27,31
1767,1233.25,911.17,42
1767,1004.4,961.0,12
1767,667.43,997.27,35
1767,1433.27,1013.78,48
1767,790.57,1014.81,10
1767,519.01,1110.38,19
1767,1390.57,1150.8,13
1767,1319.91,1189.95,15
1767,850.54,1195.73,38
1767,384.11,1300.2,45
1767,1288.7,1305.41,16
1767,641.45,1324.31,17
1767,652.69,1340.39,18
1767,809.99,1384.33,25
1767,655.26,1440.16,50
1767,944.93,1508.28,21
1767,1425.92,1587.02,27
1767,836.52,1583.89,51
1767,1723.25,1629.9,23
1767,758.5,1728.44,47
1767,990.45,1730.15,39
1767,1013.19,1751.63,29
1767,744.85,2006.47,46
1768,1208.08,400.32,2
1768,1308.24,408.2,34
1768,752.7,499.42,52
1768,770.7,517.95,53
1768,1087.39,624.57,33
1768,1448.53,710.83,41
1768,715.54,740.32,3
1768,1126.66,811.18,7
1768,1533.36,821.69,54
1768,1394.44,835.4,5
1768,1031.55,840.64,8
1768,320.73,894.37,31
1768,1233.83,910.42,42
1768,1003.73,960.76,12
1768,667.34,996.89,35
1768,1433.11,1014.2,48
1768,790.78,1014.43,10
1768,518.95,1110.14,19
1768,1390.79,1150.79,13
1768,1320.16,1190.24,15
1768,850.55,1195.69,38
1768,383.97,1300.17,45
1768,1289.61,1304.36,16
1768,810.33,1383.47,25
1768,654.34,1440.43,50
1768,944.24,1508.79,21
1768,1426.26,1586.57,27
1768,836.18,1583.91,51
1768,1723.04,1630.85,23
1768,759.42,1728.34,47
1768,990.34,1730.14,39
1768,1012.89,1751.6,29
1768,745.43,2006.21,46
1769,1207.94,400.5,2
1769,1308.32,408.64,34
1769,752.11,499.81,52
1769,770.84,517.92,53
1769,1087.21,624.06,33
1769,1448.39,711.17,41
1769,715.2,740.26,3
1769,1126.37,811.27,7
1769,1533.66,822.01,54
1769,1394.64,835.86,5
1769,1031.47,840.48,8
1769,320.93,894.65,31
1769,1234.12,910.1,42
1769,1002.66,960.96,12
1769,667.28,996.66,35
1769,1433.35,1014.15,48
1769,790.7,1014.49,10
1769,518.96,1109.76,19
1769,1390.99,1150.71,13
1769,1320.13,1190.14,15
1769,850.69,1195.82,38
1769,383.86,1300.38,45
1769,1289.88,1303.79,16
1769,810.38,1382.77,25
1769,654.16,1440.44,50
1769,943.74,1508.78,21
1769,1426.03,1587.14,27
1769,835.63,1583.86,51
1769,1722.94,1630.52,23
1769,758.11,1728.31,47
1769,989.74,1729.8,39
1769,1012.83,1751.49,29
1769,746.37,2006.63,46
1770,1208.09,400.26,2
1770,1308.09,408.28,34
1770,752.4,499.61,52
1770,770.03,518.14,53
1770,1087.11,624.75,33
1770,1448.86,711.84,41
1770,715.1,740.22,3
1770,1126.64,811.16,7
1770,1533.23,821.5,54
1770,1396.08,836.9,5
1770,1031.36,840.71,8
1770,321.04,894.57,31
1770,1234.59,909.11,42
1770,1003.14,961.1,12
1770,667.39,996.84,35
1770,1432.73,1014.38,48
1770,790.71,1014.68,10
1770,519.09,1109.77,19
1770,1390.77,1150.51,13
1770,1320.17,1190.44,15
1770,850.39,1195.86,38
1770,384.28,1300.05,45
1770,1289.94,1303.5,16
1770,810.53,1382.28,25
1770,654.22,1440.54,50
1770,943.28,1509.25,21
1770,1426.04,1586.74,27
1770,835.28,1583.7,51
1770,1722.9,1631.18,23
1770,758.43,1728.18,47
1770,990.62,1730.14,39
1770,1013.04,1751.54,29
1770,747.0,2006.55,46
1771,1207.82,400.01,2
1771,1308.48,408.58,34
1771,751.96,500.06,52
1771,770.39,518.39,53
1771,1087.1,624.43,33
1771,1448.48,711.16,41
1771,715.84,740.28,3
1771,1126.46,811.18,7
1771,1532.47,820.8,54
1771,1397.08,837.65,5
1771,1031.21,841.07,8
1771,321.14,894.76,31
1771,1235.21,908.82,42
1771,1002.95,961.11,12
1771,667.12,996.74,35
1771,1433.15,1014.86,48
1771,791.04,1014.72,10
1771,518.96,1110.04,19
1771,1390.76,1150.52,13
1771,1320.31,1190.37,15
1771,850.68,1195.69,38
1771,384.73,1299.85,45
1771,1290.49,1302.76,16
1771,810.59,1382.34,25
1771,654.61,1440.33,50
1771,943.0,1509.54,21
1771,1426.31,1586.91,27
1771,834.61,1583.76,51
1771,1723.08,1630.92,23
1771,757.52,1728.42,47
1771,990.14,1729.94,39
1771,1012.61,1751.84,29
1771,747.2,2006.48,46
1772,1207.14,399.49,2
1772,1308.34,408.51,34
1772,751.17,500.28,52
1772,770.06,518.59,53
1772,1087.1,624.97,33
1772,1448.85,711.83,41
1772,716.41,740.11,3
1772,1126.63,811.28,7
1772,1532.46,820.86,54
1772,1030.98,841.24,8
1772,1398.52,838.73,5
1772,321.09,894.62,31
1772,1235.88,907.9,42
1772,1003.06,960.97,12
1772,667.23,996.71,35
1772,1433.23,1014.49,48
1772,791.06,1014.64,10
1772,519.23,1109.42,19
1772,1390.95,1150.72,13
1772,1320.33,1190.48,15
1772,850.52,1195.36,38
1772,384.73,1299.81,45
1772,1290.64,1302.23,16
1772,810.65,1382.06,25
1772,653.58,1440.78,50
1772,942.25,1510.0,21
1772,1426.24,1586.61,27
1772,834.49,1583.84,51
1772,1723.0,1631.05,23
1772,757.27,1728.74,47
1772,990.49,1729.98,39
1772,1013.86,1751.6,29
1772,748.57,2006.64,46
1773,1207.74,400.17,2
1773,1308.26,408.56,34
1773,750.72,500.65,52
1773,770.48,518.4,53
1773,1087.0,624.9,33
1773,1448.66,711.59,41
1773,716.39,740.24,3
1773,1126.64,811.32,7
1773,1532.52,821.13,54
1773,1030.94,841.78,8
1773,1399.43,839.09,5
1773,320.67,894.25,31
1773,1236.28,907.72,42
1773,1003.06,961.14,12
1773,667.47,997.17,35
1773,1433.33,1014.54,48
1773,791.42,1014.62,10
1773,519.14,1109.47,19
1773,1391.36,1150.77,13
1773,1320.25,1190.57,15
1773,850.78,1195.28,38
1773,384.76,1300.13,45
1773,1290.69,1302.09,16
1773,811.02,1380.56,25
1773,653.45,1440.78,50
1773,941.64,1510.49,21
1773,1425.93,1586.6,27
1773,833.84,1583.83,51
1773,1723.12,1631.37,23
1773,757.18,1728.79,47
1773,989.87,1729.85,39
1773,1014.1,1751.63,29
1773,748.81,2006.64,46
1774,1206.45,398.84,2
1774,1308.2,408.59,34
1774,750.01,501.07,52
1774,770.19,518.19,53
1774,1087.12,624.88,33
1774,1448.78,711.9,41
1774,716.28,740.26,3
1774,1126.9,811.18,7
1774,1531.63,820.44,54
1774,1030.71,842.19,8
1774,1400.24,839.36,5
1774,319.92,894.08,31
1774,1237.04,906.72,42
1774,1002.64,960.99,12
1774,667.04,996.9,35
1774,1433.01,1014.21,48
1774,791.75,1014.52,10
1774,519.5,1108.89,19
1774,1391.44,1150.66,13
1774,1320.35,1190.39,15
1774,850.43,1195.19,38
1774,385.14,1299.53,45
1774,1290.76,1301.54,16
1774,810.82,1381.21,25
1774,653.17,1441.15,50
1774,941.16,1510.55,21
1774,1426.08,1586.66,27
1774,832.66,1583.78,51
1774,1723.16,1630.9,23
1774,756.65,1728.57,47
1774,990.46,1730.26,39
1774,1014.16,1751.4,29
1774,749.23,2006.8,46
1775,1206.15,398.23,2
1775,1308.23,408.36,34
1775,749.84,501.5,52
1775,770.53,518.16,53
1775,1087.47,624.66,33
1775,1449.12,711.95,41
1775,717.15,740.12,3
1775,1126.63,811.36,7
1775,1531.56,820.42,54
1775,1400.37,839.2,5
1775,1030.17,842.94,8
1775,320.35,894.33,31
1775,1238.19,906.11,42
1775,1002.46,961.27,12
1775,667.56,997.09,35
1775,1433.05,1014.93,48
1775,792.58,1014.7,10
1775,519.54,1108.58,19
1775,1391.75,1150.87,13
1775,1320.31,1190.38,15
1775,850.83,1195.19,38
1775,385.77,1299.34,45
1775,1291.55,1300.38,16
1775,811.12,1380.76,25
1775,652.36,1441.25,50
1775,940.88,1510.92,21
1775,831.62,1583.74,51
1775,1426.3,1586.89,27
1775,1722.76,1631.07,23
1775,756.67,1729.02,47
1775,990.66,1730.24,39
1775,1014.83,1751.76,29
1775,749.87,2007.05,46
1776,1206.51,398.71,2
1776,1308.01,408.21,34
1776,750.26,501.07,52
1776,770.2,518.54,53
1776,1087.28,624.64,33
1776,1449.06,712.04,41
1776,717.49,740.2,3
1776,1126.91,811.37,7
1776,1531.69,820.27,54
1776,1030.22,842.54,8
1776,1401.65,840.17,5
1776,319.92,893.75,31
1776,1238.27,906.03,42
1776,1002.47,960.87,12
1776,667.09,996.74,35
1776,1433.21,1014.2,48
1776,793.04,1014.88,10
1776,519.39,1108.59,19
1776,1391.76,1150.71,13
1776,1320.49,1190.66,15
1776,850.86,1195.14,38
1776,385.23,1299.67,45
1776,1291.17,1300.89,16
1776,810.88,1380.0,25
1776,651.89,1441.4,50
1776,939.64,1511.35,21
1776,1426.31,1586.64,27
1776,830.57,1583.86,51
1776,1722.68,1632.03,23
1776,756.75,1728.94,47
1776,990.1,1730.04,39
1776,1014.81,1751.68,29
1776,751.57,2007.17,46
1777,1206.19,398.33,2
1777,1307.95,408.12,34
1777,750.43,500.83,52
1777,770.33,518.16,53
1777,1087.1,625.06,33
1777,1448.64,711.87,41
1777,718.19,740.05,3
1777,1126.44,811.29,7
1777,1531.5,820.12,54
1777,1029.56,843.36,8
1777,1402.58,840.34,5
1777,319.92,893.82,31
1777,1239.32,905.21,42
1777,1002.64,960.75,12
1777,667.59,997.25,35
1777,1433.04,1014.6,48
1777,792.06,1014.75,10
1777,519.4,1108.32,19
1777,1391.88,1150.62,13
1777,1320.48,1190.77,15
1777,850.75,1195.21,38
1777,385.53,1299.18,45
1777,1291.95,1299.7,16
1777,810.69,1379.9,25
1777,650.86,1441.59,50
1777,938.9,1511.91,21
1777,1426.29,1586.4,27
1777,829.73,1583.88,51
1777,1722.41,1632.55,23
1777,756.78,1728.53,47
1777,990.07,1729.87,39
1777,1014.46,1751.49,29
1777,752.31,2007.24,46
1778,1206.05,398.44,2
1778,1307.9,407.95,34
1778,750.64,500.86,52
1778,769.85,518.7,53
1778,1087.41,624.57,33
1778,1448.7,711.47,41
1778,718.14,740.09,3
1778,1127.2,811.32,7
1778,1531.22,819.95,54
1778,1403.35,840.45,5
1778,1029.31,844.05,8
1778,320.05,893.81,31
1778,1240.61,904.36,42
1778,1002.32,960.82,12
1778,667.44,996.85,35
1778,1433.12,1014.81,48
1778,792.62,1014.59,10
1778,519.38,1108.08,19
1778,1392.21,1150.94,13
1778,1320.34,1190.81,15
1778,850.6,1195.28,38
1778,385.54,1299.19,45
1778,1292.3,1299.41,16
1778,810.98,1380.27,25
1778,650.88,1441.86,50
1778,937.45,1512.67,21
1778,1426.48,1586.36,27
1778,828.71,1583.83,51
1778,1722.97,1632.6,23
1778,756.89,1728.73,47
1778,989.71,1729.91,39
1778,1015.15,1751.54,29
1778,753.79,2007.79,46
1779,1206.41,398.74,2
1779,1307.96,407.7,34
1779,750.85,500.35,52
1779,769.64,518.53,53
1779,1087.28,624.69,33
1779,1448.64,711.59,41
1779,718.16,739.99,3
1779,1126.66,810.75,7
1779,1531.43,819.82,54
1779,1029.41,843.8,8
1779,1404.0,840.52,5
1779,319.92,893.77,31
1779,1240.97,903.83,42
1779,1002.12,960.7,12
1779,667.37,996.88,35
1779,1432.98,1014.92,48
1779,792.3,1014.91,10
1779,519.36,1107.78,19
1779,1391.73,1150.94,13
